frame_index,angle_deg
223,148.9297
224,147.2821
225,143.6356
226,141.1470
227,138.2253
228,139.6126
229,144.0152
230,148.5065
231,152.5957
232,157.3196
233,154.1952
234,145.2261
235,131.4689
236,119.3421
237,105.4446
238,94.1680
239,81.0778
240,73.1267
241,65.7056
242,65.6774
243,65.2949
244,68.5816
245,69.4991
246,65.3439
247,55.5608
248,49.8557
249,46.4892
250,45.3591
251,50.2524
252,54.2337
253,56.1480
254,55.0741
255,55.9526
256,54.0630
257,53.3819
258,54.4273
259,53.1771
260,52.3084
261,52.1282
262,54.3473
263,54.5191
264,61.6776
265,62.5062
266,69.8726
267,82.0066
268,100.5972
269,117.7483
270,134.8814
271,148.4474
272,153.1600
273,152.8258
274,146.0065
275,141.1951
276,131.2308
277,123.1712
278,116.7478
279,117.0303
280,127.6154
281,135.5851
282,147.6581
283,154.0069
284,161.6613
285,157.9130
286,167.6337
287,
288,156.2965
289,155.1529
290,149.1139
291,149.1139
292,149.1139
293,145.5226
294,137.0359
295,
296,
297,
298,
299,
300,
301,
302,
303,
304,
305,
306,
307,
308,
309,
310,
311,
312,125.3754
313,125.3754
314,125.3754
315,125.3754
316,120.9822
317,116.5889
318,127.5506
319,145.0201
320,140.8424
321,148.9269
322,148.9269
323,154.1342
324,128.3094
325,
326,
327,
328,
329,139.5652
330,136.3508
331,136.9115
332,136.9115
333,136.9115
334,135.5846
335,138.0329
336,157.1648
337,162.0488
338,162.0488
339,162.0488
340,162.0488
341,143.6550
342,112.6721
343,122.3036
344,128.8842
345,132.7152
346,135.9937
347,142.6574
348,140.0966
349,135.6620
350,130.0328
351,127.5470
352,124.5331
353,125.1974
354,126.7413
355,129.6309
356,127.4874
357,124.9327
358,118.4486
359,107.9141
360,94.1858
361,88.5631
362,85.9255
363,81.2665
364,82.9220
365,81.7404
366,77.5386
367,69.2694
368,65.8237
369,61.5274
370,63.0556
371,66.7346
372,71.3734
373,73.1414
374,76.8835
375,82.9336
376,90.2073
377,97.0294
378,96.2596
379,98.6705
380,94.7807
381,88.6597
382,80.4755
383,66.6659
384,40.2797
385,22.4862
386,23.3873
387,24.6026
388,25.0755
389,26.3183
390,26.3370
391,24.4075
392,21.1441
393,21.1990
394,20.5113
395,21.4696
396,24.4235
397,27.2734
398,28.5339
399,32.5071
400,35.1754
401,36.8085
402,40.3650
403,42.4911
404,42.1408
405,43.0275
406,43.8619
407,43.8309
408,41.6597
409,43.7644
410,53.8036
411,71.0737
412,87.4332
413,107.0010
414,120.0762
415,118.3864
416,113.3883
417,107.0720
418,101.3161
419,99.0222
420,105.0708
421,116.4373
422,124.7358
423,132.4820
424,139.5410
425,145.6337
426,141.1019
427,142.2446
428,143.0221
429,144.0381
430,142.5558
431,143.7134
432,146.3471
433,147.9720
434,150.3467
435,150.3467
436,150.3467
437,103.0713
438,103.0713
439,103.0713
440,79.5634
441,86.6987
442,79.7921
443,79.5096
444,76.4771
445,85.6403
446,82.6922
447,85.2036
448,82.4190
449,90.8481
450,93.1552
451,98.1818
452,102.0472
453,104.3736
454,102.9724
455,103.3414
456,99.3458
457,97.5989
458,108.0086
459,110.1392
460,108.4347
461,116.9602
462,128.4197
463,173.1467
464,173.1467
465,173.1467
466,173.1467
467,173.1467
468,
469,
470,
471,
472,
473,
474,
475,
476,
477,
478,
479,
480,
481,
482,
483,
484,
485,
486,
487,
488,172.0781
489,167.8996
490,163.8639
491,161.2089
492,157.5144
493,152.1369
494,138.1642
495,120.9863
496,105.9169
497,93.5519
498,85.5031
499,89.2111
500,96.0301
501,102.3117
502,110.4531
503,114.5111
504,117.6547
505,118.7567
506,119.8814
507,119.1282
508,117.1418
509,118.5642
510,124.5297
511,128.8683
512,131.6223
513,127.4066
514,107.6872
515,101.0528
516,101.8898
517,107.8304
518,113.0105
519,121.7690
520,117.0062
521,101.2498
522,84.6806
523,67.7138
524,53.6590
525,42.5619
526,38.5468
527,39.5261
528,46.6700
529,55.0991
530,61.5208
531,64.6014
532,65.6051
533,63.8634
534,61.4053
535,61.7654
536,63.8090
537,65.3135
538,61.7566
539,69.6126
540,85.1801
541,104.6551
542,117.6917
543,132.8213
544,133.0657
545,126.6562
546,116.6681
547,106.5558
548,98.8337
549,93.3513
550,85.7514
551,86.1415
552,96.8840
553,109.6533
554,122.7374
555,130.5804
556,128.3581
557,113.1181
558,103.9930
559,96.3814
560,90.3712
561,83.0533
562,126.8552
563,125.2313
564,133.9532
565,133.9532
566,133.9532
567,121.9836
568,
569,
570,
571,
572,
573,
574,
575,77.7671
576,105.0225
577,105.0225
578,105.0225
579,105.0225
580,132.2779
581,
582,175.2261
583,174.8223
584,174.8223
585,174.8223
586,174.8223
587,174.4185
588,
589,
590,
591,
592,
593,
594,
595,
596,
597,174.2009
598,174.2009
599,174.2009
600,174.2009
601,174.2009
602,
603,
604,
605,
606,
607,
608,
609,
610,
611,
612,
613,
614,179.6122
615,174.0198
616,174.0198
617,174.0198
618,174.0198
619,168.4275
620,
621,
622,
623,
624,
625,
626,141.5311
627,141.5311
628,141.5311
629,141.5311
630,149.8425
631,158.5574
632,159.5212
633,155.1479
634,148.1706
635,133.8235
636,116.0275
637,101.3819
638,100.1622
639,97.8706
640,105.1862
641,124.4633
642,140.3672
643,145.9268
644,149.4171
645,147.9026
646,128.5638
647,119.0790
648,104.0873
649,95.2916
650,90.6456
651,93.3224
652,82.9873
653,77.5529
654,78.2698
655,76.6112
656,80.3185
657,82.7313
658,83.4983
659,75.9393
660,77.8404
661,77.0484
662,82.0352
663,93.2627
664,104.5620
665,108.6516
666,112.3664
667,116.3612
668,118.5758
669,119.9409
670,124.6660
671,127.6921
672,120.5066
673,107.2302
674,89.7063
675,68.4159
676,44.6453
677,33.9663
678,27.8278
679,27.9396
680,30.4687
681,37.9506
682,44.7199
683,54.5106
684,63.5551
685,72.8838
686,81.7748
687,83.1416
688,81.8664
689,84.1611
690,84.4557
691,83.6370
692,83.5253
693,85.8586
694,84.7696
695,83.1159
696,83.9399
697,86.5364
698,83.5621
699,81.9984
700,80.6057
701,77.2477
702,71.9505
703,69.6904
704,66.1839
705,64.0595
706,62.5996
707,64.3661
708,65.0680
709,64.4537
710,63.5511
711,62.8580
712,61.7889
713,61.3491
714,59.7118
715,57.6834
716,54.5963
717,56.0445
718,64.9595
719,78.8231
720,93.8726
721,112.0130
722,123.6717
723,124.5253
724,124.4000
725,124.3211
726,115.5213
727,97.9002
728,77.8945
729,67.1285
730,66.6884
731,76.9486
732,99.3183
733,125.0513
734,140.9436
735,147.0768
736,148.3027
737,148.9691
738,150.3293
739,151.0850
740,141.6163
741,138.2207
742,129.8259
743,112.6357
744,112.6357
745,
746,
747,149.0817
748,152.0570
749,157.3315
750,157.3315
751,157.3315
752,145.8870
753,114.9888
754,82.9190
755,83.7148
756,85.1874
757,77.7972
758,82.9503
